Unique ID,created_at,user_id,username,user_screen_name,text,retweets_count,likes_count,mentions,urls,photos,hashtags,SentimentScore,CountPunc,Readability,no_of_words,no_of_question_marks,no_of_exclamation_marks,no_of_hashtags,no_of_urls,tokenized_text,token_texts,Final Label
12217,2021-02-15 10:11:33 Eastern Standard Time,233788247,meganranney,Megan Ranney MD MPH ?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?ó?É?Ç?Ç?Ω,"Join me on @CNN with @biannagolodryga in a few minutes.   The #covid19 #vaccine rollout gives me hope, but the variants give me pause. Looking forward to discussing why, &amp; how we got here.",11,118,"[{'screen_name': 'cnn', 'name': 'cnn', 'id': '759251'}, {'screen_name': 'biannagolodryga', 'name': 'bianna golodryga', 'id': '14135350'}]",[],[],"['covid19', 'vaccine']",0.3716,11,9.4,33,0,0,2,0,"['Join', 'me', 'on', '@CNN', 'with', '@biannagolodryga', 'in', 'a', 'few', 'minutes', '.', 'The', '#covid19', '#vaccine', 'rollout', 'gives', 'me', 'hope', ',', 'but', 'the', 'variants', 'give', 'me', 'pause', '.', 'Looking', 'forward', 'to', 'discussing', 'why', ',', '&', 'amp', ';', 'how', 'we', 'got', 'here', '.']","['Join', '@CNN', '@biannagolodryga', 'minutes', '.', '#covid19', '#vaccine', 'rollout', 'gives', 'hope', ',', 'variants', 'give', 'pause', '.', 'Looking', 'forward', 'discussing', ',', '&', 'amp', ';', 'got', '.']",REAL
308,2021-02-24 14:10:21 Eastern Standard Time,299273962,laurie_garrett,Laurie Garrett,"From @WhiteHouse #COVID19 Czar Jeff Zeints, here's where #vaccine rollout stands: ""The Retail Pharmacy Program we launched a few weeks ago has performed well...this week, we will increase the allocation to pharmacies to 2.1 million doses. So, w/14.5 M doses allocated..."" MORE",30,115,"[{'screen_name': 'whitehouse', 'name': 'the white house', 'id': '1323730225067339784'}]",[],[],"['covid19', 'vaccine']",0.4215,20,15.4,42,0,0,2,0,"['From', '@WhiteHouse', '#COVID19', 'Czar', 'Jeff', 'Zeints', ',', ""here's"", 'where', '#vaccine', 'rollout', 'stands', ':', '""', 'The', 'Retail', 'Pharmacy', 'Program', 'we', 'launched', 'a', 'few', 'weeks', 'ago', 'has', 'performed', 'well', '.', '.', '.', 'this', 'week', ',', 'we', 'will', 'increase', 'the', 'allocation', 'to', 'pharmacies', 'to', '2.1', 'million', 'doses', '.', 'So', ',', 'w', '/', '14.5', 'M', 'doses', 'allocated', '.', '.', '.', '""', 'MORE']","['@WhiteHouse', '#COVID19', 'Czar', 'Jeff', 'Zeints', ',', ""here's"", '#vaccine', 'rollout', 'stands', ':', '""', 'Retail', 'Pharmacy', 'Program', 'launched', 'weeks', 'ago', 'performed', 'well', '.', '.', '.', 'week', ',', 'increase', 'allocation', 'pharmacies', '2.1', 'million', 'doses', '.', ',', 'w', '/', '14.5', 'doses', 'allocated', '.', '.', '.', '""']",REAL
634,2021-02-24 10:58:13 Eastern Standard Time,299273962,laurie_garrett,Laurie Garrett,"Bravo @WHO @GAVI @CEPIvaccines &amp; @UNICEF  ! ""Today, Ghana became the 1st country...to receive #COVID19 #vaccine doses shipped via the COVAX Facility. This is a historic step towards our goal to ensure equitable dist globally..."" [600K @AstraZeneca doses]  https://t.co/NTqhJz8Rvj",34,106,"[{'screen_name': 'who', 'name': 'world health organization (who)', 'id': '14499829'}, {'screen_name': 'gavi', 'name': 'gavi, the vaccine alliance', 'id': '97219875'}, {'screen_name': 'cepivaccines', 'name': 'cepi', 'id': '784351656355897344'}, {'screen_name': 'unicef', 'name': 'unicef', 'id': '33933259'}, {'screen_name': 'astrazeneca', 'name': 'astrazeneca', 'id': '62465691'}]",['https://www.who.int/initiatives/act-accelerator'],[],"['covid19', 'vaccine']",0.4389,27,18.2,39,0,1,2,1,"['Bravo', '@WHO', '@GAVI', '@CEPIvaccines', '&', 'amp', ';', '@UNICEF', '!', '""', 'Today', ',', 'Ghana', 'became', 'the', '1', 'st', 'country', '.', '.', '.', 'to', 'receive', '#COVID19', '#vaccine', 'doses', 'shipped', 'via', 'the', 'COVAX', 'Facility', '.', 'This', 'is', 'a', 'historic', 'step', 'towards', 'our', 'goal', 'to', 'ensure', 'equitable', 'dist', 'globally', '.', '.', '.', '""', '[', '600', 'K', '@AstraZeneca', 'doses', ']', 'https://t.co/NTqhJz8Rvj']","['Bravo', '@WHO', '@GAVI', '@CEPIvaccines', '&', 'amp', ';', '@UNICEF', '!', '""', 'Today', ',', 'Ghana', 'became', '1', 'st', 'country', '.', '.', '.', 'receive', '#COVID19', '#vaccine', 'doses', 'shipped', 'via', 'COVAX', 'Facility', '.', 'historic', 'step', 'towards', 'goal', 'ensure', 'equitable', 'dist', 'globally', '.', '.', '.', '""', '[', '600', 'K', '@AstraZeneca', 'doses', ']', 'https://t.co/NTqhJz8Rvj']",REAL
18547,2021-02-10 05:16:38 Eastern Standard Time,119048275,szarabi,Siddharth Zarabi,"The Prime Minister of Dominica, Roosevelt Skerrit @SkerritR thanks India @PMOIndia @narendramodi for the #COVID19 #vaccine  ""Our nation is ready to launch the largest vaccination campaign in modern history as we have received 70,000 doses of the COVID-19 vaccine from India.""  https://t.co/84JhrtuIsy",33,106,"[{'screen_name': 'skerritr', 'name': 'roosevelt skerrit', 'id': '2168930017'}, {'screen_name': 'pmoindia', 'name': 'pmo india', 'id': '471741741'}, {'screen_name': 'narendramodi', 'name': 'narendra modi', 'id': '18839785'}]",[],[],"['covid19', 'vaccine']",0.6597,16,28.4,42,0,0,2,0,"['The', 'Prime', 'Minister', 'of', 'Dominica', ',', 'Roosevelt', 'Skerrit', '@SkerritR', 'thanks', 'India', '@PMOIndia', '@narendramodi', 'for', 'the', '#COVID19', '#vaccine', '""', 'Our', 'nation', 'is', 'ready', 'to', 'launch', 'the', 'largest', 'vaccination', 'campaign', 'in', 'modern', 'history', 'as', 'we', 'have', 'received', '70,000', 'doses', 'of', 'the', 'COVID', '-', '19', 'vaccine', 'from', 'India', '.', '""', 'https://t.co/84JhrtuIsy']","['Prime', 'Minister', 'Dominica', ',', 'Roosevelt', 'Skerrit', '@SkerritR', 'thanks', 'India', '@PMOIndia', '@narendramodi', '#COVID19', '#vaccine', '""', 'nation', 'ready', 'launch', 'largest', 'vaccination', 'campaign', 'modern', 'history', 'received', '70,000', 'doses', 'COVID', '-', '19', 'vaccine', 'India', '.', '""', 'https://t.co/84JhrtuIsy']",REAL
7355,2021-02-18 15:06:05 Eastern Standard Time,1.21E+18,nirav_mainecdc,Nirav D. Shah,"If you are 70+ and going to @CityofBangorME is an option, the @NorthernLightH vaccination site at @CICBangor *has openings.* #COVID19 #vaccine  Call 207-204-8551 or visit  https://t.co/ypUhZJBeQh",66,104,"[{'screen_name': 'cityofbangorme', 'name': 'city of bangor, maine', 'id': '42641933'}, {'screen_name': 'northernlighth', 'name': 'northern light health', 'id': '466784942'}, {'screen_name': 'cicbangor', 'name': 'cross insurance center', 'id': '1521013687'}]",['https://covid.northernlighthealth.org/'],[],"['covid19', 'vaccine']",0,17,22,26,0,0,2,1,"['If', 'you', 'are', '70', '+', 'and', 'going', 'to', '@CityofBangorME', 'is', 'an', 'option', ',', 'the', '@NorthernLightH', 'vaccination', 'site', 'at', '@CICBangor', '*', 'has', 'openings', '.', '*', '#COVID19', '#vaccine', 'Call', '207', '-', '204', '-', '8551', 'or', 'visit', 'https://t.co/ypUhZJBeQh']","['70', '+', 'going', '@CityofBangorME', 'option', ',', '@NorthernLightH', 'vaccination', 'site', '@CICBangor', '*', 'openings', '.', '*', '#COVID19', '#vaccine', 'Call', '207', '-', '204', '-', '8551', 'visit', 'https://t.co/ypUhZJBeQh']",REAL
13348,2021-02-14 09:18:04 Eastern Standard Time,14829239,dralbert,"Albert El Hajj, MD",750 doses given on the 1st day ! Beautiful setup and great team effort @AUBMC_Official @AubmcU #Lebanon @pfizer #covid19 #vaccine  https://t.co/CdVzfzcqEv,5,104,"[{'screen_name': 'aubmc_official', 'name': 'aubmc', 'id': '2304652394'}, {'screen_name': 'aubmcu', 'name': 'aubmc urology', 'id': '1311928441688776704'}, {'screen_name': 'pfizer', 'name': 'pfizer inc.', 'id': '56488059'}]",[],['https://pbs.twimg.com/media/EuMWs2rXUAM_IFR.jpg'],"['lebanon', 'covid19', 'vaccine']",0.8516,13,14.9,21,0,1,3,0,"['750', 'doses', 'given', 'on', 'the', '1', 'st', 'day', '!', 'Beautiful', 'setup', 'and', 'great', 'team', 'effort', '@AUBMC_Official', '@AubmcU', '#Lebanon', '@pfizer', '#covid19', '#vaccine', 'https://t.co/CdVzfzcqEv']","['750', 'doses', 'given', '1', 'st', 'day', '!', 'Beautiful', 'setup', 'great', 'team', 'effort', '@AUBMC_Official', '@AubmcU', '#Lebanon', '@pfizer', '#covid19', '#vaccine', 'https://t.co/CdVzfzcqEv']",REAL
10137,2021-02-16 19:20:51 Eastern Standard Time,436429668,nikkeiasia,Nikkei Asia,BREAKING | Japan starts COVID-19 vaccinations for health workers #Vaccine #COVID19  https://t.co/uKSkqGlfcO,68,102,[],['https://s.nikkei.com/3ppweEI'],[],"['vaccine', 'covid19']",0,9,24.8,12,0,0,2,1,"['BREAKING', '|', 'Japan', 'starts', 'COVID', '-', '19', 'vaccinations', 'for', 'health', 'workers', '#Vaccine', '#COVID19', 'https://t.co/uKSkqGlfcO']","['BREAKING', '|', 'Japan', 'starts', 'COVID', '-', '19', 'vaccinations', 'health', 'workers', '#Vaccine', '#COVID19', 'https://t.co/uKSkqGlfcO']",REAL
5356,2021-02-20 04:08:22 Eastern Standard Time,300442541,mohamedfall,Mohamed M. M. Fall,"Good to see more support for #COVAX from the #G7. #Vaccine equity is not only morally right, but economically smart. @UNICEF is leading efforts to procure + supply doses of #COVID19 vaccines on behalf of the COVAX Facility with @WHO + partners.  https://t.co/xRxCH8hxz0  https://t.co/NmI1I88vHX",24,100,"[{'screen_name': 'unicef', 'name': 'unicef', 'id': '33933259'}, {'screen_name': 'who', 'name': 'world health organization (who)', 'id': '14499829'}]",['https://www.bbc.com/news/world-56130419'],['https://pbs.twimg.com/media/EuqJWqtXUAANg24.jpg'],"['covax', 'g7', 'vaccine', 'covid19']",0.7577,22,27.5,44,0,0,4,1,"['Good', 'to', 'see', 'more', 'support', 'for', '#COVAX', 'from', 'the', '#G7', '.', '#Vaccine', 'equity', 'is', 'not', 'only', 'morally', 'right', ',', 'but', 'economically', 'smart', '.', '@UNICEF', 'is', 'leading', 'efforts', 'to', 'procure', '+', 'supply', 'doses', 'of', '#COVID19', 'vaccines', 'on', 'behalf', 'of', 'the', 'COVAX', 'Facility', 'with', '@WHO', '+', 'partners', '.', 'https://t.co/xRxCH8hxz0', 'https://t.co/NmI1I88vHX']","['Good', 'see', 'support', '#COVAX', '#G7', '.', '#Vaccine', 'equity', 'morally', 'right', ',', 'economically', 'smart', '.', '@UNICEF', 'leading', 'efforts', 'procure', '+', 'supply', 'doses', '#COVID19', 'vaccines', 'behalf', 'COVAX', 'Facility', '@WHO', '+', 'partners', '.', 'https://t.co/xRxCH8hxz0', 'https://t.co/NmI1I88vHX']",REAL
5921,2021-02-19 15:28:00 Eastern Standard Time,1.14E+18,thelevantnewsen,TheLevantNewsEnglish,Hungary set to bolster vaccination drive to combat third COVID-19 wave: PM #levant_newspaper #coronavirus  #COVID19 #Hungary  #Levant #pandemic  #vaccine   https://t.co/IWcsc9t6Ie,52,100,[],['https://thelevantnews.com/en/2021/02/hungary-set-to-bolster-vaccination-drive-to-combat-third-covid-19-wave-pm/'],[],"['levant_newspaper', 'coronavirus', 'covid19', 'hungary', 'levant', 'pandemic', 'vaccine']",-0.34,15,25.1,20,0,0,7,1,"['Hungary', 'set', 'to', 'bolster', 'vaccination', 'drive', 'to', 'combat', 'third', 'COVID', '-', '19', 'wave', ':', 'PM', '#levant_newspaper', '#coronavirus', '#COVID19', '#Hungary', '#Levant', '#pandemic', '#vaccine', 'https://t.co/IWcsc9t6Ie']","['Hungary', 'set', 'bolster', 'vaccination', 'drive', 'combat', 'third', 'COVID', '-', '19', 'wave', ':', 'PM', '#levant_newspaper', '#coronavirus', '#COVID19', '#Hungary', '#Levant', '#pandemic', '#vaccine', 'https://t.co/IWcsc9t6Ie']",REAL
19607,2021-02-09 11:00:01 Eastern Standard Time,303862998,pdchina,"People's Daily, China","China's 1st single-shot vaccine developed by CanSino, also the country's 3rd #COVID19 #vaccine overall, recorded an efficacy of 74.8% in phase-3 trials in Pakistan, said Pakistani official.  https://t.co/Un0ZCR5iQ8",14,91,[],[],['https://pbs.twimg.com/media/Ety2EhbXEAEEjdB.jpg'],"['covid19', 'vaccine']",0,17,23.8,28,0,0,2,0,"[""China's"", '1', 'st', 'single-shot', 'vaccine', 'developed', 'by', 'CanSino', ',', 'also', 'the', ""country's"", '3', 'rd', '#COVID19', '#vaccine', 'overall', ',', 'recorded', 'an', 'efficacy', 'of', '74.8', '%', 'in', 'phase', '-', '3', 'trials', 'in', 'Pakistan', ',', 'said', 'Pakistani', 'official', '.', 'https://t.co/Un0ZCR5iQ8']","[""China's"", '1', 'st', 'single-shot', 'vaccine', 'developed', 'CanSino', ',', 'also', ""country's"", '3', 'rd', '#COVID19', '#vaccine', 'overall', ',', 'recorded', 'efficacy', '74.8', '%', 'phase', '-', '3', 'trials', 'Pakistan', ',', 'said', 'Pakistani', 'official', '.', 'https://t.co/Un0ZCR5iQ8']",REAL
4794,2021-02-20 22:10:31 Eastern Standard Time,102098902,fmtoday,Free Malaysia Today,Minister Khairy Jamaluddin says prime minister Muhyiddin Yassin and health director-general Dr Noor Hisham Abdullah will be the first recipients. #FMTNews #Vaccine #Covid19   https://t.co/5X1jKzvNiQ,69,85,[],['https://www.freemalaysiatoday.com/category/nation/2021/02/21/covid-19-vaccinations-to-start-earlier-on-wednesday-says-kj/'],[],"['fmtnews', 'vaccine', 'covid19']",0,10,24.5,24,0,0,3,1,"['Minister', 'Khairy', 'Jamaluddin', 'says', 'prime', 'minister', 'Muhyiddin', 'Yassin', 'and', 'health', 'director-general', 'Dr', 'Noor', 'Hisham', 'Abdullah', 'will', 'be', 'the', 'first', 'recipients', '.', '#FMTNews', '#Vaccine', '#Covid19', 'https://t.co/5X1jKzvNiQ']","['Minister', 'Khairy', 'Jamaluddin', 'says', 'prime', 'minister', 'Muhyiddin', 'Yassin', 'health', 'director-general', 'Dr', 'Noor', 'Hisham', 'Abdullah', 'first', 'recipients', '.', '#FMTNews', '#Vaccine', '#Covid19', 'https://t.co/5X1jKzvNiQ']",REAL
5002,2021-02-20 15:05:37 Eastern Standard Time,2902892083,yorkparamedics,York Paramedics,Our @YorkParamedics teams are out providing mobile #COVID19 #vaccine #clinics in #YorkRegion. Great partnership between #paramedics #socialservices &amp; #publichealth to serve our #community. #InThisTogether #Prevention  https://t.co/I2uE7opK1j,16,85,"[{'screen_name': 'yorkparamedics', 'name': 'york paramedics', 'id': '2902892083'}]",[],['https://pbs.twimg.com/media/EusfyWLXYAE6-Z8.jpg'],"['covid19', 'vaccine', 'clinics', 'yorkregion', 'paramedics', 'socialservices', 'publichealth', 'community', 'inthistogether', 'prevention']",0.6249,20,24.7,26,0,0,10,0,"['Our', '@YorkParamedics', 'teams', 'are', 'out', 'providing', 'mobile', '#COVID19', '#vaccine', '#clinics', 'in', '#YorkRegion', '.', 'Great', 'partnership', 'between', '#paramedics', '#socialservices', '&', 'amp', ';', '#publichealth', 'to', 'serve', 'our', '#community', '.', '#InThisTogether', '#Prevention', 'https://t.co/I2uE7opK1j']","['@YorkParamedics', 'teams', 'providing', 'mobile', '#COVID19', '#vaccine', '#clinics', '#YorkRegion', '.', 'Great', 'partnership', '#paramedics', '#socialservices', '&', 'amp', ';', '#publichealth', 'serve', '#community', '.', '#InThisTogether', '#Prevention', 'https://t.co/I2uE7opK1j']",REAL
2390,2021-02-23 05:10:24 Eastern Standard Time,2290009928,albd1971,Awami League,"2nd shipment of 2 million #Covid19 #vaccine doses has reached #Dhaka from @SerumInstIndia, as part of the deal for 30 million doses of Oxford-Astrazeneca jab. With the latest shipment, total no. of doses received by #Bangladesh stands at 9 million  See:  https://t.co/mG7v9fnYMq  https://t.co/DIhl42Jrcd",15,84,"[{'screen_name': 'seruminstindia', 'name': 'seruminstituteindia', 'id': '925599812510138368'}]",['http://qwa.la/c7w7n6'],['https://pbs.twimg.com/media/Eu50UcZVEAMSL2X.jpg'],"['covid19', 'vaccine', 'dhaka', 'bangladesh']",0.1027,21,17.6,43,0,0,4,1,"['2', 'nd', 'shipment', 'of', '2', 'million', '#Covid19', '#vaccine', 'doses', 'has', 'reached', '#Dhaka', 'from', '@SerumInstIndia', ',', 'as', 'part', 'of', 'the', 'deal', 'for', '30', 'million', 'doses', 'of', 'Oxford-Astrazeneca', 'jab', '.', 'With', 'the', 'latest', 'shipment', ',', 'total', 'no', '.', 'of', 'doses', 'received', 'by', '#Bangladesh', 'stands', 'at', '9', 'million', 'See', ':', 'https://t.co/mG7v9fnYMq', 'https://t.co/DIhl42Jrcd']","['2', 'nd', 'shipment', '2', 'million', '#Covid19', '#vaccine', 'doses', 'reached', '#Dhaka', '@SerumInstIndia', ',', 'part', 'deal', '30', 'million', 'doses', 'Oxford-Astrazeneca', 'jab', '.', 'latest', 'shipment', ',', 'total', '.', 'doses', 'received', '#Bangladesh', 'stands', '9', 'million', 'See', ':', 'https://t.co/mG7v9fnYMq', 'https://t.co/DIhl42Jrcd']",REAL
677,2021-02-24 10:29:37 Eastern Standard Time,4884799818,superduperinvst,SuperDuper Investor,Johnson &amp; Johnson (J&amp;J) $JNJ may get US FDA EUA approval for its #Covid19 #Coronavirus #Vaccine on Friday.   It is a single shot vaccine unlike 2 doses needed with $PFE &amp; $MRNA vaccines imo  #SupDup,5,83,[],[],[],"['covid19', 'coronavirus', 'vaccine', 'supdup']",0.4767,16,19.3,35,0,0,4,0,"['Johnson', '&', 'amp', ';', 'Johnson', '(', 'J', '&', 'amp', ';', 'J', ')', '$', 'JNJ', 'may', 'get', 'US', 'FDA', 'EUA', 'approval', 'for', 'its', '#Covid19', '#Coronavirus', '#Vaccine', 'on', 'Friday', '.', 'It', 'is', 'a', 'single', 'shot', 'vaccine', 'unlike', '2', 'doses', 'needed', 'with', '$', 'PFE', '&', 'amp', ';', '$', 'MRNA', 'vaccines', 'imo', '#SupDup']","['Johnson', '&', 'amp', ';', 'Johnson', '(', 'J', '&', 'amp', ';', 'J', ')', '$', 'JNJ', 'may', 'get', 'US', 'FDA', 'EUA', 'approval', '#Covid19', '#Coronavirus', '#Vaccine', 'Friday', '.', 'single', 'shot', 'vaccine', 'unlike', '2', 'doses', 'needed', '$', 'PFE', '&', 'amp', ';', '$', 'MRNA', 'vaccines', 'imo', '#SupDup']",REAL
15968,2021-02-11 23:40:37 Eastern Standard Time,2251588934,theofficialsbi,State Bank of India,"The COVID-19 Vaccination drive has begun, but what we must never forget- Precautions are still necessary! While banking keep appropriate physical distance &amp; avoid shoulder surfing.  Know more:  https://t.co/7wBxq6QVLg  #LargestVaccineDrive #Unite2FightCorona #COVID19 #Vaccine  https://t.co/7Wvl4d7T0s",14,83,[],['http://mohfw.gov.in'],['https://pbs.twimg.com/media/Et_9CejUYAAvDFf.jpg'],"['largestvaccinedrive', 'unite2fightcorona', 'covid19', 'vaccine']",-0.2716,22,24.2,34,0,1,4,1,"['The', 'COVID', '-', '19', 'Vaccination', 'drive', 'has', 'begun', ',', 'but', 'what', 'we', 'must', 'never', 'forget', '-', 'Precautions', 'are', 'still', 'necessary', '!', 'While', 'banking', 'keep', 'appropriate', 'physical', 'distance', '&', 'amp', ';', 'avoid', 'shoulder', 'surfing', '.', 'Know', 'more', ':', 'https://t.co/7wBxq6QVLg', '#LargestVaccineDrive', '#Unite2FightCorona', '#COVID19', '#Vaccine', 'https://t.co/7Wvl4d7T0s']","['COVID', '-', '19', 'Vaccination', 'drive', 'begun', ',', 'must', 'never', 'forget', '-', 'Precautions', 'still', 'necessary', '!', 'banking', 'keep', 'appropriate', 'physical', 'distance', '&', 'amp', ';', 'avoid', 'shoulder', 'surfing', '.', 'Know', ':', 'https://t.co/7wBxq6QVLg', '#LargestVaccineDrive', '#Unite2FightCorona', '#COVID19', '#Vaccine', 'https://t.co/7Wvl4d7T0s']",REAL
9516,2021-02-17 07:30:20 Eastern Standard Time,16936686,21wire,Patrick Henningsen,Raising serious and legitimate questions about both the safety and efficacy of the new experimental #COVID19 mRNA #vaccine...  https://t.co/Kt44HWe63m,69,82,[],['https://21stcenturywire.com/2021/02/17/vernon-coleman-questioning-the-nhs-vaccine-persuaders/'],[],"['covid19', 'vaccine']",0.3612,10,20.5,19,0,0,2,1,"['Raising', 'serious', 'and', 'legitimate', 'questions', 'about', 'both', 'the', 'safety', 'and', 'efficacy', 'of', 'the', 'new', 'experimental', '#COVID19', 'mRNA', '#vaccine', '.', '.', '.', 'https://t.co/Kt44HWe63m']","['Raising', 'serious', 'legitimate', 'questions', 'safety', 'efficacy', 'new', 'experimental', '#COVID19', 'mRNA', '#vaccine', '.', '.', '.', 'https://t.co/Kt44HWe63m']",REAL
15271,2021-02-12 11:20:11 Eastern Standard Time,1.25E+18,zekeemanuel,Zeke Emanuel,"Whenever anyone asks me which #COVID19 #vaccine they should get, I tell them: whatever one is offered to you. Right now, all of the vaccines are 100% effective in stopping hospitalization and death from COVID. Read more:   https://t.co/CA1JlCmr0s",27,79,[],['https://www.usatoday.com/story/opinion/2021/02/12/all-covid-vaccines-stop-death-severe-illness-column/6709455002/'],[],"['covid19', 'vaccine']",-0.34,14,10.6,38,0,0,2,1,"['Whenever', 'anyone', 'asks', 'me', 'which', '#COVID19', '#vaccine', 'they', 'should', 'get', ',', 'I', 'tell', 'them', ':', 'whatever', 'one', 'is', 'offered', 'to', 'you', '.', 'Right', 'now', ',', 'all', 'of', 'the', 'vaccines', 'are', '100', '%', 'effective', 'in', 'stopping', 'hospitalization', 'and', 'death', 'from', 'COVID', '.', 'Read', 'more', ':', 'https://t.co/CA1JlCmr0s']","['Whenever', 'anyone', 'asks', '#COVID19', '#vaccine', 'get', ',', 'tell', ':', 'whatever', 'one', 'offered', '.', 'Right', ',', 'vaccines', '100', '%', 'effective', 'stopping', 'hospitalization', 'death', 'COVID', '.', 'Read', ':', 'https://t.co/CA1JlCmr0s']",REAL
3001,2021-02-22 14:45:20 Eastern Standard Time,1.18E+18,nodemleftbehind,No Dem Left Behind,"500,000 Americans have died from #COVID19  We all know someone that has died We are all in this together  We need to grieve together We need to love one another again  We need to take care of one another  #WearAMask and when it is your turn take the #vaccine",19,78,[],[],[],"['covid19', 'wearamask', 'vaccine']",-0.34,4,22.9,49,0,0,3,0,"['500,000', 'Americans', 'have', 'died', 'from', '#COVID19', 'We', 'all', 'know', 'someone', 'that', 'has', 'died', 'We', 'are', 'all', 'in', 'this', 'together', 'We', 'need', 'to', 'grieve', 'together', 'We', 'need', 'to', 'love', 'one', 'another', 'again', 'We', 'need', 'to', 'take', 'care', 'of', 'one', 'another', '#WearAMask', 'and', 'when', 'it', 'is', 'your', 'turn', 'take', 'the', '#vaccine']","['500,000', 'Americans', 'died', '#COVID19', 'know', 'someone', 'died', 'together', 'need', 'grieve', 'together', 'need', 'love', 'one', 'another', 'need', 'take', 'care', 'one', 'another', '#WearAMask', 'turn', 'take', '#vaccine']",REAL
16904,2021-02-11 08:10:01 Eastern Standard Time,29097819,epochtimes,The Epoch Times,"#California surpassed #NewYork on Tuesday as the US state with the most #COVID19 deaths, despite the #Vaccine rollout and a sharp drop in new cases.  https://t.co/jnDI5z2XmA",38,67,[],['https://www.theepochtimes.com/california-surpasses-new-york-as-us-state-with-most-covid-19-deaths_3692401.html?utm_medium=social&utm_source=twitter&utm_campaign=digitalsub'],[],"['california', 'newyork', 'covid19', 'vaccine']",-0.2732,11,18.2,26,0,0,4,1,"['#California', 'surpassed', '#NewYork', 'on', 'Tuesday', 'as', 'the', 'US', 'state', 'with', 'the', 'most', '#COVID19', 'deaths', ',', 'despite', 'the', '#Vaccine', 'rollout', 'and', 'a', 'sharp', 'drop', 'in', 'new', 'cases', '.', 'https://t.co/jnDI5z2XmA']","['#California', 'surpassed', '#NewYork', 'Tuesday', 'US', 'state', '#COVID19', 'deaths', ',', 'despite', '#Vaccine', 'rollout', 'sharp', 'drop', 'new', 'cases', '.', 'https://t.co/jnDI5z2XmA']",REAL
3624,2021-02-22 05:56:53 Eastern Standard Time,5383942,gsk,GSK,"#News for #investors and #media: Today we announced the start of a new Phase 2 clinical trial for our adjuvanted #COVID19 #vaccine candidate, developed in partnership with @sanofi. Learn more:  https://t.co/eT6iA7D2bb #coronavirus  https://t.co/XUFd1I9QUb",14,58,"[{'screen_name': 'sanofi', 'name': 'sanofi', 'id': '35846368'}]",['https://gsk.to/2ZDzWA2'],[],"['news', 'investors', 'media', 'covid19', 'vaccine', 'coronavirus']",0,21,18.4,33,0,0,6,1,"['#News', 'for', '#investors', 'and', '#media', ':', 'Today', 'we', 'announced', 'the', 'start', 'of', 'a', 'new', 'Phase', '2', 'clinical', 'trial', 'for', 'our', 'adjuvanted', '#COVID19', '#vaccine', 'candidate', ',', 'developed', 'in', 'partnership', 'with', '@sanofi', '.', 'Learn', 'more', ':', 'https://t.co/eT6iA7D2bb', '#coronavirus', 'https://t.co/XUFd1I9QUb']","['#News', '#investors', '#media', ':', 'Today', 'announced', 'start', 'new', 'Phase', '2', 'clinical', 'trial', 'adjuvanted', '#COVID19', '#vaccine', 'candidate', ',', 'developed', 'partnership', '@sanofi', '.', 'Learn', ':', 'https://t.co/eT6iA7D2bb', '#coronavirus', 'https://t.co/XUFd1I9QUb']",REAL
4097,2021-02-21 15:20:36 Eastern Standard Time,2290009928,albd1971,Awami League,"Public Message from DGHS, Ministry of Health, #Bangladesh:  To receive #Covid19 #vaccine or assess your eligibility, please register here:  https://t.co/UlwDoAGbMe  Emergency #vaccinehotline numbers: 16263, 333 and 10655.  3.2 million+ people have already registered.",15,58,[],['http://www.surokkha.gov.bd'],[],"['bangladesh', 'covid19', 'vaccine', 'vaccinehotline']",-0.0772,20,28,33,0,0,4,1,"['Public', 'Message', 'from', 'DGHS', ',', 'Ministry', 'of', 'Health', ',', '#Bangladesh', ':', 'To', 'receive', '#Covid19', '#vaccine', 'or', 'assess', 'your', 'eligibility', ',', 'please', 'register', 'here', ':', 'https://t.co/UlwDoAGbMe', 'Emergency', '#vaccinehotline', 'numbers', ':', '16263,', '333', 'and', '10655', '.', '3.2', 'million', '+', 'people', 'have', 'already', 'registered', '.']","['Public', 'Message', 'DGHS', ',', 'Ministry', 'Health', ',', '#Bangladesh', ':', 'receive', '#Covid19', '#vaccine', 'assess', 'eligibility', ',', 'please', 'register', ':', 'https://t.co/UlwDoAGbMe', 'Emergency', '#vaccinehotline', 'numbers', ':', '16263,', '333', '10655', '.', '3.2', 'million', '+', 'people', 'already', 'registered', '.']",REAL
6347,2021-02-19 10:16:58 Eastern Standard Time,1.26E+18,heatherr411,Heather,My parents got their 2nd vaccine. Slept all day and are fine.   #covid19 #vaccine,2,57,[],[],[],"['covid19', 'vaccine']",0.2023,4,4.3,14,0,0,2,0,"['My', 'parents', 'got', 'their', '2', 'nd', 'vaccine', '.', 'Slept', 'all', 'day', 'and', 'are', 'fine', '.', '#covid19', '#vaccine']","['parents', 'got', '2', 'nd', 'vaccine', '.', 'Slept', 'day', 'fine', '.', '#covid19', '#vaccine']",REAL
